Brewery_Name,Overall_review,Aroma_review,Appearance_review,Beer_type,Review_taste,Beer_name,Beer_abv
Hallertau Brewbar,4,4,4,American Double / Imperial IPA,4,Stuntman,9
Valley Forge Brewing Company,4,4,4,Russian Imperial Stout,3.5,Stool Pigeon Stout,8.7
Bethlehem Brew Works,4,4,4.5,American Double / Imperial IPA,4,"Stop, Hop And Roll DIPA",9
Weisses Bräuhaus G. Schneider & Sohn GmbH,4,4,4,Eisbock,4,Schneider Aventinus Weizen-Eisbock,12
Weisses Bräuhaus G. Schneider & Sohn GmbH,4,4,4.5,Weizenbock,4,Schneider Weisse Tap X Mein Nelson Sauvin,7.3
Amnesia Brewing,4.5,4.5,4.5,American Double / Imperial IPA,4.5,Dopacetic IIPA,7.8
Brewerkz Riverside Point,5,4,5,American Double / Imperial IPA,4.5,Xtra IPA,7
Bethlehem Brew Works,4,3,4.5,American Double / Imperial IPA,4,Hop'solutely,11.5
Bethlehem Brew Works,4,4.5,4.5,Russian Imperial Stout,4,Blast Furnace Imperial Stout,8.2
Bethlehem Brew Works,4,4,4,American Wild Ale,3.5,Bourbon Barrel Aged Hop'solutely,
Bethlehem Brew Works,4,4,4.5,Russian Imperial Stout,4,Insidious Imperial Stout,9
Bethlehem Brew Works,4.5,4.5,4,Baltic Porter,4.5,War Hammer,8.1
Bethlehem Brew Works,5,4,4,American Double / Imperial IPA,4.5,Organically Brewed Imperial IPA,7.1
Southern Sun Pub and Brewery,4,4,4,American Barleywine,4,Super Kind,
Williamsburg Brewing Company,4,3.5,4,Baltic Porter,3.5,Williamsburg Porter,6.8
Cheshire Valley Brewing Company,4,4,3.5,Russian Imperial Stout,4,Cheshire Valley Imperial Stout With Anise,
Driftwood Brewery,4,4,4.5,Flanders Red Ale,4.5,Bird Of Prey,7.5
Driftwood Brewery,4,3.5,3.5,American Barleywine,4.5,Old Cellar Dweller,14
Driftwood Brewery,4,4,4,American Double / Imperial IPA,4,Twenty Pounder,9
Driftwood Brewery,4.5,4,4,Russian Imperial Stout,4.5,Singularity,11.8
South Australia Brewing Co.,5,4.5,4,Foreign / Export Stout,5,Old Australia Stout,6.5
South Australia Brewing Co.,4,3.5,4,Foreign / Export Stout,4,Southwark Old Stout,7.4
Oppigårds Bryggeri AB,4,3.5,4,Russian Imperial Stout,4,Oppigårds First Oak Aged Stout,8
Oppigårds Bryggeri AB,4,4,4.5,American Double / Imperial IPA,4,Oppigårds Bangalore Twice,8
Oppigårds Bryggeri AB,4,4.5,4,American Double / Imperial IPA,4,Drakens DIPA,9
Harriet Brewing,4,4,4,Belgian IPA,4.5,West Side Belgian-Style IPA,6.5
August Schell Brewing Company,4,4,4,Baltic Porter,4,Snowstorm 2009,5.8
August Schell Brewing Company,4.5,4,4,Weizenbock,4.5,Snowstorm 2010,7
The Beer Company,4.5,4.5,4,American Double / Imperial Stout,4.5,Colonel Fletcher's Reserve Imperial Stout,9.5
The Beer Company,4,4,4,American Black Ale,4,The Fumigator,7
Mikkeller ApS,4,3,4.5,Russian Imperial Stout,3.5,Black Hole (Peat Whiskey Edition),13.1
Mikkeller ApS,4,4,4,Quadrupel (Quad),4.5,Monk's Elixir (Monk's Brew),10
Mikkeller ApS,4,4.5,4,Russian Imperial Stout,4,Black Hole (Cognac Edition),13.1
Mikkeller ApS,5,5,5,American Double / Imperial Stout,5,George! Bourbonfadlagret,12.12
Mikkeller ApS,4,4.5,4,American Barleywine,3,Big Worse (Red Wine Edition),12
Mikkeller ApS,4,4.5,4.5,American Double / Imperial IPA,4,Hoppy Lovin' Christmas,7.8
Mikkeller ApS,4.5,3.5,3.5,American Double / Imperial Stout,4.5,Beer Geek Brunch Weasel (Highland Edition),10.9
Mikkeller ApS,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Beer Geek Brunch Weasel,10.9
Stone Brewing Co.,4,4.5,4,American Black Ale,4.5,Stone Sublimely Self-Righteous Ale,8.7
Mikkeller ApS,4.5,4,4,American Double / Imperial Stout,4,Beer Geek Breakfast,7.5
Mikkeller ApS,4,4.5,4,American Double / Imperial IPA,4,I Beat YoU,9.75
Mikkeller ApS,4,4.5,4,American Barleywine,4,Big Worse,12
Mikkeller ApS,4.5,4.5,3.5,American Double / Imperial Stout,4,Hr. Frederiksen Væsel Brunch,10.7
Mikkeller ApS,4,4,4.5,American Double / Imperial Stout,4.5,Beer Geek Brunch Weasel (Bourbon Edition),12.7
Mikkeller ApS,4.5,4.5,4.5,American Double / Imperial Stout,5,Xbeeriment Mikkeller Brewers United Belgian Stout,11.1
Mikkeller ApS,4,3.5,4.5,Russian Imperial Stout,4.5,Black Hole (White Wine Edition),13.1
Stone Arch Brewpub,4,4,4,American Barleywine,4.5,Bucky Brau Barley Wine Style Ale,
Mikkeller ApS,4,4.5,4,American Double / Imperial Stout,4.5,X Imperial Stout 2007,15
Mikkeller ApS,4,4.5,4,American Double / Imperial Stout,4,Beer Geek Bacon,7.5
The Duck-Rabbit Craft Brewery,4,4,3.5,Baltic Porter,4.5,Duck-Rabbit Baltic Porter,9
Mikkeller ApS,4,4,5,Baltic Porter,4,Fra Via Til (From Via To),8
Mikkeller ApS,5,4.5,4.5,American Double / Imperial IPA,4.5,Anniversary Ed. 1 Vesterbro IIIPA,11
Mikkeller ApS,4,4.5,4,American Wild Ale,4.5,Stella 2 - Festival Special Edition 2011,8.4
Mikkeller ApS,4,4.5,4,American Barleywine,4,BW5,15.02
Mikkeller ApS,4.5,4,3.5,American Double / Imperial IPA,4.5,Final Frontier,
Mikkeller ApS,4,4,4,American Wild Ale,4.5,Nelson Alive!,8
Mikkeller ApS,4.5,4.5,4.5,Russian Imperial Stout,5,X Imperial Stout 2006,16
Mikkeller ApS,4,4,4,Baltic Porter,4.5,Fra Via Til Bourbon (Duplicate),8
Mikkeller ApS,4,4.5,4,American Double / Imperial Stout,4.5,X Imperial Stout 2007 - Barrel Aged,15
Mikkeller ApS,4.5,3.5,3.5,American Wild Ale,4.5,Sur Munk,9.99
Mikkeller ApS,4,4,4,American Double / Imperial Stout,4,Beer Geek Breakfast (Speyside Edition),7.5
Mikkeller ApS,4,4,4,Gueuze,3,Spontanale,5
Mikkeller ApS,4,4,4,Baltic Porter,4,Til Via Fra (To Via From),8
Mikkeller ApS,4,4,4,Baltic Porter,4,Fra Til (From To),8
Stone Brewing Co.,5,5,4.5,American Double / Imperial IPA,4.5,Stone Ruination IPA,7.7
Mikkeller ApS,4,4,4.5,American Double / Imperial Stout,4,Beer Geek Breakfast (Bourbon Edition),10.7
Mikkeller ApS,4,4,3.5,Russian Imperial Stout,4.5,Black Hole Barrel Aged Edition Tequila,13.1
Mikkeller ApS,4,4,4,American Double / Imperial Stout,4.5,Barrel Aged Black As Coal,12.3
Mikkeller ApS,4,4,4,American Barleywine,4,Big Worse (Bourbon Edition),12
Mikkeller ApS,4.5,4,3.5,American Double / Imperial IPA,4.5,X Big Tony 2006,15
Mikkeller ApS,4,4,4,American Double / Imperial Stout,4,Beer Geek Brunch One-for-One,10
Mikkeller ApS,4.5,4.5,5,American Double / Imperial Stout,4.5,Black (黑) Cognac Edition,17.5
Mikkeller ApS,4,4.5,4.5,American Double / Imperial IPA,4.5,Drikkeriget DIPA,10.1
Mikkeller ApS,4,3,3.5,American Double / Imperial Stout,4,Beer Geek Brunch Weasel (Islay Edition),10.9
Mikkeller ApS,4.5,4,4,American Barleywine,4.5,Big Worst (Bourbon Edition),19.2
Stone Brewing Co.,4,4,4.5,Russian Imperial Stout,4.5,Stone Imperial Russian Stout,10.5
Mikkeller ApS,4,4.5,4.5,American Double / Imperial IPA,4,Simcoe Single Hop Imperial IPA,10.9
Mikkeller ApS,5,4,5,American Double / Imperial Stout,5,Black Tie,11.5
Mikkeller ApS,5,4.5,4.5,American Barleywine,5,Big Worst,18.5
Mikkeller ApS,4,4,4,American Double / Imperial Stout,4,Viktoria,8.8
Mikkeller ApS,4,3.5,3,American Wild Ale,4,It's Alive Hvidvinsfadlagret,9
New Albanian Brewing Company - Pizzeria and Public House,4,3,4,American Double / Imperial IPA,4.5,New Albanian Hoptimus IPA,9
New Albanian Brewing Company - Pizzeria and Public House,4,4.5,4.5,American Barleywine,5,Stumblebus,10
New Albanian Brewing Company - Pizzeria and Public House,4,4.5,4,Belgian IPA,4,Naughty Girl Blonde India Pale Ale,6
New Albanian Brewing Company - Pizzeria and Public House,4,3.5,4,American Barleywine,4,Jaxon,
New Albanian Brewing Company - Pizzeria and Public House,4,3.5,3.5,Russian Imperial Stout,3.5,Thunderfoot,11
Thunder Bay Brewing Company,4,5,4.5,Russian Imperial Stout,5,Thunder Bay Imperial Stout,
Thoroughbreds Grill & Brewing,4.5,5,4.5,Baltic Porter,4.5,Pangle Porter,
Flying Goose Brew Pub & Grille,4,4,3.5,American Barleywine,4,Isle Of Pines Barley Wine,11
Papago Brewing,4.5,3.5,4,American Double / Imperial IPA,4.5,Hop Shortage,
Papago Brewing,4.5,4,4,American Double / Imperial IPA,4.5,Hop Father Imperial IPA,7
Papago Brewing,4,4,4,Belgian IPA,4.5,Second Coming Belgian IPA,
Papago Brewing,4.5,4,4.5,Eisbock,5,Schitzengiggles,
Sun King Brewing Company,4,4.5,4,Russian Imperial Stout,4.5,Timmie Van Winkle,10
Sun King Brewing Company,4,4.5,4,American Black Ale,5,El Gallo Negro,8
Sun King Brewing Company,4,3.5,4,American Double / Imperial IPA,4,A Few Hops More,8.8
Sun King Brewing Company,4,4.5,4.5,American Double / Imperial IPA,4.5,Jungle Room,10
Sun King Brewing Company,4.5,4,4.5,American Double / Imperial IPA,4.5,First Waltz Imperial Rye IPA,8.8
Sun King Brewing Company,4,3.5,3.5,American Double / Imperial IPA,4,Cream Dream IV: A New Hop,9.4
Sun King Brewing Company,4.5,4,4,American Double / Imperial IPA,4,Imperial Cream Dream II: Electric Boogaloo,10
The Duck-Rabbit Craft Brewery,4.5,4,4,American Wild Ale,4,Duck-Rabbit Cherry Madness,
Stone Brewing Co.,4.5,4.5,4,Belgian IPA,4.5,Stone Cali-Belgique,6.9
Stone Brewing Co.,5,5,5,American Barleywine,5,Stone Old Guardian Barley Wine Style Ale 2001,9.4
The Duck-Rabbit Craft Brewery,4,5,4.5,Baltic Porter,5,Duck-Rabbit Barrel Aged Baltic Porter,9
Thirsty Bear Brewing Company,4.5,4,4,American Barleywine,4,Bearly Legal Barley Wine,10
Thirsty Bear Brewing Company,4,4,3.5,American Double / Imperial Stout,3.5,Koslov's Revenge,
Thirsty Bear Brewing Company,4,4,4,American Wild Ale,4.5,Aged Cherry Ale,8
Thirsty Bear Brewing Company,4,3.5,2.5,American Wild Ale,3,Sour Stave,6.6
The Cambridge House Brewpub,4,4,4,American Double / Imperial IPA,4.5,Cambridge House Hop Blizzard,9.1
The Cambridge House Brewpub,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Cambridge House Moonbeam Imperial Stout,9.7
The Cambridge House Brewpub,4.5,4,4,Belgian IPA,4.5,Cambridge House BIPA,6.7
Stone Brewing Co.,4.5,4.5,5,American Black Ale,4,Double Dry Hopped Sublimely Self-Righteous Ale,8.7
Stone Brewing Co.,4,4,3.5,American Barleywine,4.5,Stone Old Guardian Barley Wine Style Ale 2002,9.91
Stone Brewing Co.,5,4,4.5,American Double / Imperial IPA,5,Stone 10th Anniversary IPA,10
Stone Brewing Co.,4.5,3.5,4,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2006,11.2
Stone Brewing Co.,4,3.5,4.5,American Double / Imperial IPA,4,Stone Ruination IPA With Simcoe Hops,7.7
Stone Brewing Co.,4.5,3,4.5,American Double / Imperial IPA,3.5,Stone 5th Anniversary IPA,8.5
Stone Brewing Co.,5,4.5,4.5,American Barleywine,5,StoneWall Ale,12.8
Stone Brewing Co.,4.5,4,4.5,American Double / Imperial IPA,4,Stone 14th Anniversary Emperial IPA,8.9
Stone Brewing Co.,4,4,4.5,American Barleywine,4.5,Stone Old Guardian Barley Wine Style Ale 2011,12
Stone Brewing Co.,4.5,4.5,4.5,American Barleywine,5,Stone Old Guardian Barley Wine Style Ale 2003,9.91
Stone Brewing Co.,4,4,4,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2000,9.44
Stone Brewing Co.,4.5,4,4,Baltic Porter,4,Stone 6th Anniversary Porter,8
Stone Brewing Co.,4.5,4.5,4,American Double / Imperial Stout,4.5,Bourbon Barrel 12th Anniversary Bitter Chocolate Oatmeal Stout,9.6
Stone Brewing Co.,4,4,4,American Black Ale,4,El Camino (Un)Real Black Ale Aged In Virgin American Oak Barrels,9.2
Stone Brewing Co.,4,4,4,American Barleywine,4.5,Stone Old Guardian Barley Wine Style Ale 2004,10.06
Stone Brewing Co.,4.5,4.5,4.5,American Barleywine,4.5,Stone Old Guardian Barley Wine Style Ale Aged In Bourbon Barrels,11.2
Stone Brewing Co.,4,4,4,Belgian IPA,4.5,Stone 08.08.08 Vertical Epic Ale,8.6
Stone Brewing Co.,4,4,4,American Double / Imperial IPA,4,Stone Ruination IPA Double Dry Hopped,7.7
Stone Brewing Co.,4.5,4.5,4.5,American Black Ale,5,SoCal Hop Salute Black Double IPA,9.9
Stone Brewing Co.,5,5,4.5,American Barleywine,5,Stone Old Guardian BELGO Barleywine,12
Stone Brewing Co.,4.5,4,4,American Barleywine,4.5,Stone Old Guardian Barley Wine Style Ale 2008,11.26
Stone Brewing Co.,4.5,4.5,4,Russian Imperial Stout,5,Stone Imperial Russian Stout Aged In Bourbon Barrels,11.5
Stone Brewing Co.,5,4.5,4.5,American Barleywine,4.5,Stone Old Guardian Barley Wine Style Ale 1999,10.58
Stone Brewing Co.,4,3.5,4.5,American Double / Imperial IPA,4,Stone 3rd Anniversary IPA,6.9
Stone Brewing Co.,4,3.5,4.5,American Barleywine,3.5,Stone Old Guardian BELGO Barleywine (Bourbon Barrel),11.5
Stone Brewing Co.,4,4,3.5,American Double / Imperial IPA,4.5,Stone 10th Anniversary IPA Double Dry Hopped,10
Stone Brewing Co.,4,4,4,American Double / Imperial Stout,4,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,9.2
Stone Brewing Co.,5,4,4.5,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2007,11.26
Stone Brewing Co.,4,3.5,3,American Barleywine,4,Stone Old Guardian BELGO Barleywine (Red Wine Barrel),11.5
Stone Brewing Co.,4,4,4.5,American Black Ale,4,Stone Sublimely Self-righteous Ale With Amarillo Hops,
Stone Brewing Co.,4,3.5,5,Belgian IPA,4,Stone SuperCaliBelgolistic Ale,
Stone Brewing Co.,4.5,4.5,4,American Double / Imperial IPA,4.5,Stone Ruination IPA Oaked Double Dry Hopped,7.7
Stone Brewing Co.,4,4,4,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale Aged In Red Wine Barrels,11.2
Stone Brewing Co.,4,4,4,American Double / Imperial IPA,4.5,Stone Ruination IPA Triple Dry Hopped,7.7
Stone Brewing Co.,4,4,4,American Black Ale,4,Stone Double Dry Hopped 15th Anniversary,10.8
Stone Brewing Co.,5,5,5,American Double / Imperial IPA,5,Stone Ruination IPA With Columbus & Chinook Hops,
Stone Brewing Co.,4,4,4,Russian Imperial Stout,3.5,Stone Imperial Russian Belgo Stout,10.5
Stone Brewing Co.,4,4.5,4,Russian Imperial Stout,4.5,Stone Imperial Russian Stout With American Oak,10.5
Stone Brewing Co.,4.5,4.5,3,American Double / Imperial IPA,4,Stone 4th Anniversary IPA,8.5
"Bell's Brewery, Inc.",4,3.5,4,American Double / Imperial Stout,3.5,Bell's Java Stout,7.5
Black Oak Brewing Co.,4,4,4,American Double / Imperial IPA,4.5,Black Oak Ten Bitter Years Anniversary Ale,8
Southern Oregon Brewing Company,4.5,4,3.5,American Barleywine,4.5,Bourbon Oak Aged Barleywine (2008 Reserve),10.1
Blue Point Brewing Company,4,4,4,American Barleywine,3.5,Blue Point Old Howling Bastard,10
Hideout Brewing Company,4,4,4,Russian Imperial Stout,4,Hideout Imperial Stout,8.7
Hideout Brewing Company,5,4.5,4,American Double / Imperial IPA,4.5,Double Bubble DIPA With Bubblegum,10.2
Brass Monkey Brewing Co.,5,4.5,4.5,Belgian IPA,5,Speak No Evil Belgian IPA,9.9
McGuire's Irish Pub of Destin,4,3.5,3.5,American Barleywine,3.5,McGuires Barlewine,12
McGuire's Irish Pub of Destin,5,4.5,4.5,American Double / Imperial Stout,4.5,McGuire's Raspberry Imperial Stout,8.5
Breakside Brewery,4,3.5,3.5,Belgian IPA,4,Breakside Saison De Roxana,9
Green Room Brewing,4,4.5,4.5,American Double / Imperial IPA,4,Double Overhead,9
Green Room Brewing,4,3.5,4,American Barleywine,4.5,Orange Blossom Barley Wine,9.7
Birrificio Del Ducato,4,4,4,Foreign / Export Stout,4.5,Verdi Imperial Stout,8.2
Brouwerij Girardin,5,4,4.5,Lambic - Unblended,4.5,Lambik (2 Year Old Unblended),5
Brouwerij Girardin,4.5,4,4,Lambic - Unblended,3.5,Rare Vos,5.5
Brouwerij Girardin,4.5,4,4,Lambic - Unblended,4.5,Jonge Lambiek,5
Brouwerij Girardin,4.5,4.5,3.5,Gueuze,4.5,Fond Gueuze Bierpallieters,5
Brouwerij Girardin,4,4,3.5,Lambic - Unblended,4,Lambik (3 Year Old Unblended),5
Brouwerij Girardin,4.5,4.5,4,Gueuze,4.5,Girardin Gueuze 1882 (Black Label),5
508 Gastrobrewery,4.5,4,4,American Double / Imperial IPA,4.5,508 DIPA,9
508 Gastrobrewery,5,4.5,5,Russian Imperial Stout,5,508 Montezuma Imperial Stout,9.7
Draught House Pub & Brewery,4.5,4,4,American Wild Ale,4.5,Sour Pumpkinhead,
Draught House Pub & Brewery,5,4.5,4.5,Russian Imperial Stout,5,Century Stout,8.1
Draught House Pub & Brewery,4,4,4,American Barleywine,4.5,Marley's Gnarley Barley Wine,8.5
Beach Brewing Company,4,4,4,American Double / Imperial Stout,4,Seadevil Stout,10
Beach Brewing Company,4,4,4,American Double / Imperial IPA,4.5,Hoptopus,8.8
Xbeeriment I/S,4,4,4.5,American Double / Imperial Stout,4,Xbeeriment Black Force One,10.4
Xbeeriment I/S,4,3.5,4,Flanders Red Ale,3,Xbeeriment Den Sure Kanon,6
Xbeeriment I/S,4,4,3.5,Quadrupel (Quad),4,Xbeeriment Quad,11
Xbeeriment I/S,4,4.5,4.5,Russian Imperial Stout,4.5,Whisky Woody,7.7
Squam Brewing,4,4.5,3.5,American Barleywine,4,"""The Camp"" Barleywine",10
Blue Point Brewing Company,4,4,4,Russian Imperial Stout,4.5,Blue Point (Sour) Cherry Imperial Stout,9.2
Blue Point Brewing Company,4,3.5,4,American Black Ale,4,Blue Point Oak Aged Toxic Sludge,7
Route 66 Brewery,4,4,4,American Double / Imperial Stout,4,Maple Oatmeal (Maypo) Stout,9
Blue Point Brewing Company,5,5,4.5,Belgian IPA,4.5,Blue Point White IPA,6
Rush River Brewing Company,4,4,3.5,American Double / Imperial IPA,4,Double Bubble,9.2
Inland Empire Brewing Company,4,3.5,4,American Wild Ale,4,Sour,
Limestone Brewing Company,4.5,3,4,Russian Imperial Stout,4.5,Ukrainium Krusher,8.2
Limestone Brewing Company,4,3.5,4.5,Belgian IPA,4,Friends With Benefits,5.6
Limestone Brewing Company,4,3.5,4.5,American Double / Imperial IPA,4,Flying Pig Imperial IPA,9
Inland Empire Brewing Company,4,4,4.5,Russian Imperial Stout,4,Russian Imperial Stout (Bourbon Barrel Aged),14
"St. George Brewing Company, The",4,4,4.5,Russian Imperial Stout,4.5,Imperial Stout (formerly Russian Imperial Stout),8
Brasserie Thiriez,4,4,4,Flanders Red Ale,4,La Rouge Flamande,5.8
Iron Hill Brewery & Restaurant,4,4,3.5,Belgian IPA,4,Le Monstre.,9
Iron Hill Brewery & Restaurant,4,3.5,4,Belgian IPA,4,Iron Fish,8.2
Iron Hill Brewery & Restaurant,4.5,4,4,American Barleywine,4,Old Tom Barleywine,10
Iron Hill Brewery & Restaurant,5,4.5,4.5,American Barleywine,5,Bourbon Barley Wine,10
Iron Hill Brewery & Restaurant,4.5,4,4,American Double / Imperial Stout,4.5,Overload Stout,9.5
Iron Hill Brewery & Restaurant,4.5,4,4,American Double / Imperial IPA,4,Kryptonite,10.5
Iron Hill Brewery & Restaurant,4.5,3.5,4,Belgian IPA,3.5,Digression,8
Iron Hill Brewery & Restaurant,5,5,4,American Barleywine,4.5,Oak Aged Old Tom,10.5
Iron Hill Brewery & Restaurant,4,4,4,Foreign / Export Stout,4.5,Xtra Stout,7.2
Iron Hill Brewery & Restaurant,4,4.5,4.5,American Double / Imperial IPA,5,Kryptonite Double IPA,7.2
Iron Hill Brewery & Restaurant,4,3.5,4,Russian Imperial Stout,4,Madness,
Iron Hill Brewery & Restaurant,4,4,4,American Double / Imperial IPA,4,Swagger IPA,9.2
Iron Hill Brewery & Restaurant,4.5,4.5,3,Baltic Porter,4.5,Bourbon Vanilla Porter,7.5
Iron Hill Brewery & Restaurant,4.5,4.5,4,American Double / Imperial IPA,4.5,Ramrod,8
Iron Hill Brewery & Restaurant,4,3.5,3,American Double / Imperial IPA,4,Happy Holidays,9.2
Iron Hill Brewery & Restaurant,4.5,4,4,American Double / Imperial IPA,4.5,2nd Degree IPA,
Iron Hill Brewery & Restaurant,4,4.5,4,American Double / Imperial IPA,4.5,Real Boy,10
Iron Hill Brewery & Restaurant,4.5,4,3.5,American Double / Imperial IPA,4,The Perfect 10,10
Iron Hill Brewery & Restaurant,4.5,4.5,4,Weizenbock,4.5,Eisenhugel,10.5
Iron Hill Brewery & Restaurant,5,4,5,Russian Imperial Stout,5,Shokolad Stout,9.6
Iron Hill Brewery & Restaurant,4,4,4,American Barleywine,4.5,The Situation,9.8
Iron Hill Brewery & Restaurant,4,4,4,Weizenbock,4,Irontinus Weizenbock,7.2
Iron Hill Brewery & Restaurant,4.5,4.5,4,American Wild Ale,4,Eddy,7
Iron Hill Brewery & Restaurant,4.5,3.5,4.5,Quadrupel (Quad),4.5,Oak Aged Quad,11
Iron Hill Brewery & Restaurant,4,4.5,4,American Barleywine,4.5,Brett Barleywine,11.5
Iron Hill Brewery & Restaurant,4,4,4,American Double / Imperial IPA,4,Something Hoppy,8
Iron Hill Brewery & Restaurant,4,4,4,American Barleywine,4,Sasquatch,9.5
Iron Hill Brewery & Restaurant,4,4.5,4,Quadrupel (Quad),4.5,Maximus,10
Iron Hill Brewery & Restaurant,4.5,5,4.5,Quadrupel (Quad),4.5,Pete's Celebration,12.5
Iron Hill Brewery & Restaurant,4.5,4,4,American Black Ale,4.5,Dark Ritual,6
Ægir Bryggeri,4,4,3.5,Baltic Porter,3.5,Natt Imperial Porter,10
Brown's Brewing Company,4,3.5,4,Russian Imperial Stout,4,Brown's Imperial Stout,8.5
Carolina Brewery,4,4,3.5,Foreign / Export Stout,4,Phil N. Topemov's Imperial Stout,
La Mare Au Diable,4,4.5,3.5,American Double / Imperial IPA,4,Indian Stream,8
Right Brain Brewery,4,3.5,4,Russian Imperial Stout,3,Fat Lad,10
Right Brain Brewery,5,5,4,American Double / Imperial IPA,5,TC 350 Earth Day Triple IPA,
Right Brain Brewery,4,4.5,4,American Barleywine,4.5,Ode To Spooky Vanilla Sour Barlywine,10
Brouwerij De Prael,4,4.5,2.5,Quadrupel (Quad),4,Willy,11.5
Buckeye Brewing Company,4,4,4,Russian Imperial Stout,4,Zatek 2010,10.4
Buckeye Brewing Company,4,4,4,Russian Imperial Stout,4.5,Barrel-Aged Zatek 2010,10.4
Buckeye Brewing Company,4.5,4,4.5,Foreign / Export Stout,4,Zatek 2011-A,8
Buckeye Brewing Company,4,4,4,American Black Ale,4,2010 Cleveland Beer Week India-Style Black Ale,7
Buckeye Brewing Company,4,4,4,Belgian IPA,4,Beaucoup D'Houblon,8
Buckeye Brewing Company,4,4.5,3.5,American Double / Imperial Stout,4.5,Buckeye Brewing Zatek (espresso Infused),10.7
Buckeye Brewing Company,4,4,3.5,American Double / Imperial IPA,4,Aquarius,9.7
Birrificio Del Ducato,4,4,3,American Double / Imperial Stout,4,Verdi Imperial Stout Black Jack,10
Birrificio Del Ducato,4.5,4.5,3.5,American Wild Ale,4.5,La Luna Rossa,8
Red Hill Brewery,4.5,4.5,5,Russian Imperial Stout,4.5,Red Hill Imperial Stout,8.1
Red Hill Brewery,4,5,4,Weizenbock,3.5,Red Hill Weizenbock,7.9
Il Vicino Brewery Canteen,4,3.5,4.5,Foreign / Export Stout,4,Dark And Lusty Stout,
Il Vicino Brewery Canteen,4,4.5,4,Russian Imperial Stout,4.5,Il Vicino St. Bobs Imperial Stout,10
Dry Dock Brewing Co.,4.5,4.5,3,American Double / Imperial IPA,3.5,Dry Dock's Double IPA,9
Dry Dock Brewing Co.,4.5,4,4,Baltic Porter,4.5,Hanley's Baltic Porter,10.8
Dry Dock Brewing Co.,4,4.5,4,Russian Imperial Stout,4.5,Alexander Nevesky Russian Imperial Stout,9.5
Acorn Brewery Of Barnsley,4.5,3.5,4,Russian Imperial Stout,4,Gorlovka,6
Moon Dog Craft Brewery,4,4,4.5,American Double / Imperial Stout,4,Black Lung Bourbon Barrel-Aged Smokey Stout,7.7
The Blind Pig Brewery,4,4,4.5,American Barleywine,4.5,Blind Pig Winter Barleywine,10
The Blind Pig Brewery,4.5,4,4.5,Foreign / Export Stout,4.5,Blind Pig Belgian Stout,7.9
The Blind Pig Brewery,4.5,4,4.5,American Black Ale,4,Blind Pig American Black Ale,7.1
Stewart's Brewing Co.,4,4,4,American Double / Imperial IPA,4,Lockjaw Double IPA,8.5
Stewart's Brewing Co.,4.5,4.5,4,Quadrupel (Quad),4.5,Conundrum Quad,11.5
Stewart's Brewing Co.,4.5,4.5,4.5,American Barleywine,4.5,Stewart's Barleywine,10.3
"Bell's Brewery, Inc.",4.5,4.5,3.5,American Double / Imperial IPA,4.5,Big Head San Diego Style Ale,11
"Bell's Brewery, Inc.",5,5,5,American Double / Imperial Stout,4.5,Bell's Black Note Stout,11.5
"Bell's Brewery, Inc.",5,5,4,American Double / Imperial IPA,5,Bell's Hopslam Ale,10
"Bell's Brewery, Inc.",4.5,4,5,American Double / Imperial Stout,4,Bell's Harry Magill's Spiced Stout,7.9
"Bell's Brewery, Inc.",5,5,5,American Barleywine,5,Third Coast Old Ale,10.2
"Bell's Brewery, Inc.",4,4.5,4,American Barleywine,4.5,Bell's Batch 6000,10.5
"Bell's Brewery, Inc.",4.5,4.5,4,Russian Imperial Stout,5,Bell's Expedition Stout,10.5
Brouwerij De Ranke,4,4.5,4.5,Belgian IPA,4,De Ranke XX Bitter,6.2
Pretty Things Beer & Ale Project,4.5,4.5,4.5,Quadrupel (Quad),4,Baby Tree,9
"Bell's Brewery, Inc.",4.5,4.5,4,American Barleywine,4,Bell's Fawcett's Folly Ale,11
"Bell's Brewery, Inc.",4.5,4.5,5,American Double / Imperial Stout,4.5,Bell's Batch 7000,12
"Bell's Brewery, Inc.",4.5,3.5,3.5,American Double / Imperial IPA,4.5,Kalamazoo Hopsoulution Ale,9
"Bell's Brewery, Inc.",4,4,4,American Barleywine,4,Bell's Batch 3000,
"Bell's Brewery, Inc.",4.5,4,4,American Double / Imperial Stout,4.5,Bell's Bourbon Barrel Aged Batch 7000,12
"Bell's Brewery, Inc.",4.5,4,4,Russian Imperial Stout,4.5,Bell's Bourbon Barrel Aged Expedition Stout,12
Peg's Cantina & Brewpub / Cycle Brewing,4.5,4.5,4.5,American Double / Imperial Stout,4,Rare D.O.S.,
"Bell's Brewery, Inc.",4,4.5,4.5,American Barleywine,4,Bell's Rye Barleywine,10
"Bell's Brewery, Inc.",4.5,4.5,4,American Double / Imperial Stout,4.5,Bell's Bourbon Barrel Aged Cherry Stout,8.5
